,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn
69,True,True,False,False,True,6,False,27,122.33561541666757,6.0,7,2.399736098485752,2.3397980647546905,False
70,True,True,True,False,False,1,False,27,228.0719505992239,1.0,0,1.7193771214690177,1.340513652956493,True
71,False,True,True,True,True,12,False,26,174.97805438258493,11.0,0,1.0616442534670267,1.0272294821392989,False
72,True,True,True,True,True,6,False,29,134.56411185989518,5.0,0,1.7258345652501248,0.8948147737986513,True
73,False,True,False,False,True,1,False,24,31.340568586282807,1.0,1,0.4650452286466966,0.0,True
74,True,True,False,False,True,1,False,24,215.40890983725217,1.0,2,1.7821071683054306,2.1269777129187504,True
75,True,False,False,False,True,1,False,30,8.39841697871205,1.0,2,1.851313434533592,1.3633300281609189,True
76,True,False,False,False,True,1,True,30,249.5130881367792,1.0,2,0.8754402522144942,1.002298541581715,False
77,True,True,False,False,True,1,False,32,241.08037796680668,1.0,5,3.824978830624872,4.1000039575190055,False
78,False,True,True,False,True,6,True,30,68.78617060962523,6.0,4,1.5220966434730856,1.6244360306453711,False
79,False,False,False,False,True,1,False,25,277.7136524685851,1.0,12,3.4116349557496166,3.3417801704179326,False
80,True,True,True,False,True,1,True,28,132.144631872878,1.0,1,3.7154929789970073,3.907798981498432,False
81,True,True,True,True,True,6,True,26,73.17954865693335,6.0,7,0.6317305922219072,0.7020948185059079,False
82,False,True,False,True,True,1,False,24,83.65564541127117,1.0,0,0.2689192695010907,0.1026489785077283,True
83,True,True,False,False,True,1,False,23,27.72516717934969,1.0,1,1.7405804733781518,1.1353422739039891,True
84,False,True,True,True,True,6,True,28,287.83547410585294,5.0,5,2.946074825900828,2.9358866076199304,False
85,True,True,True,True,True,1,False,25,34.33285789841679,1.0,3,0.1187338755972613,0.0,True
86,True,True,True,False,True,12,True,30,251.4285935907357,11.0,4,1.17374771802435,1.297812288876334,False
87,False,True,False,False,True,6,False,28,32.93942560366577,6.0,4,2.2465993825465067,2.3200048335825336,False
88,False,True,False,False,True,1,False,26,123.69663367051903,1.0,0,2.370527312090504,2.6467698174213514,True
89,True,False,True,False,True,1,False,27,22.33167910602752,1.0,5,0.47477651870494,0.5025592116201367,False
90,True,True,True,False,True,12,True,26,28.737502094361183,10.0,4,1.4940636354312635,1.3973639760045613,False
91,True,False,False,False,False,1,False,28,168.77758597340758,1.0,6,2.191897557124226,2.1428509911826383,False
92,False,True,True,False,True,1,False,28,340.3376306136844,1.0,3,3.774787369574622,3.7568045419689895,False
93,False,True,True,True,True,1,False,31,6.075928811888389,1.0,1,2.484539409878816,1.380961289930868,True
94,False,True,False,False,True,6,True,21,232.9395501524931,5.0,0,2.1754577652294564,1.3714960723553764,True
95,True,True,False,False,True,6,False,25,101.70260431483764,5.0,0,0.6698056577616651,0.363487178436626,True
96,True,True,True,False,True,6,False,30,179.12385201927108,6.0,3,2.9386727290689536,2.878774224056152,False
97,True,True,True,True,True,6,True,31,23.30183743832832,6.0,6,1.0401576639009331,0.9848822199189222,False
98,True,True,False,False,True,1,False,26,125.38696288946257,1.0,0,1.3809212509032245,0.2700311708744477,True
99,True,True,False,False,True,1,False,26,31.121602708977328,1.0,3,1.7469905991082242,1.0234742455518258,True
100,True,True,False,False,True,1,True,25,51.29686857062286,1.0,1,2.403919209995124,1.7781083831303015,True
101,False,True,False,False,True,1,False,29,83.36584987362376,1.0,0,1.0469816970769954,0.4700144165664834,True
102,False,True,True,True,True,1,False,33,16.749150128407233,1.0,1,2.9117440133190686,2.944011414458372,False
103,False,True,True,False,True,1,False,26,146.34070104575625,1.0,2,1.2115879578486268,0.9747216937180944,True
104,False,True,False,False,True,12,False,31,29.41397013659436,12.0,20,1.4514353286809352,1.4390183528850824,False
105,True,False,False,False,True,1,True,23,181.45971578175823,1.0,1,1.9281692678050049,1.5317336965826966,True
106,True,True,False,False,True,1,False,28,241.9959185318043,1.0,2,1.0152798205075948,1.067772138388974,False
107,False,True,True,True,True,12,True,34,114.96079547186244,9.0,1,2.6427719703469594,2.492826314363076,False
108,False,False,False,False,True,1,True,30,167.04449971423398,1.0,7,2.344395260080297,2.4936257662312507,False
109,False,True,True,True,True,12,True,29,59.803126535668106,12.0,6,2.275885466533244,2.531185530426696,False
110,False,True,False,False,True,12,True,27,234.7699295124091,11.0,4,5.410054460060277,5.3684153086386734,False
111,True,True,False,False,False,1,True,25,251.4583500319224,1.0,2,0.9557186352995468,0.3658752226727858,True
112,False,True,True,True,True,6,False,29,88.90794258372078,6.0,1,3.272647095890072,3.4071510162640744,False
113,True,True,True,True,True,12,True,29,205.4779368486628,12.0,9,2.745098447042129,2.733828018761546,False
114,False,True,True,True,True,12,True,32,258.6483831413877,12.0,2,0.9275427880054106,0.9283259966866128,False
115,True,True,True,False,True,1,False,31,191.38688101892745,1.0,2,1.818105337256105,1.822569193691037,False
116,True,True,True,True,True,6,False,33,131.59350534816556,4.0,2,1.6917685839133416,1.5514089576137582,False
117,False,False,False,False,True,1,False,23,59.16390792720026,1.0,0,0.5569303101938249,0.7016431375555228,True
118,True,False,False,False,True,1,False,32,301.6247074768349,1.0,3,1.208335701472376,0.6964942377807813,True
119,False,True,False,False,True,1,False,30,114.79801858351584,1.0,2,0.9923117660496328,0.6454407141065595,True
120,True,False,True,False,True,1,False,31,235.0992659938536,1.0,1,0.9738344685858789,0.5502849081008999,True
121,False,True,True,True,True,1,False,25,254.79803358463136,1.0,1,0.4582555774679724,0.4465616442972493,False
122,True,True,False,False,True,12,True,32,231.3415397907338,10.0,2,2.3034199553453902,2.2840959269452235,False
123,False,False,False,False,True,6,False,29,138.79924403742478,6.0,0,1.8729408918779231,2.0129160654935427,True
124,True,False,True,False,True,1,True,28,162.55456456434447,1.0,1,1.11028845707887,1.1744855327659098,False
125,True,True,False,False,True,1,True,34,7.540132676980518,1.0,10,2.171613310156107,2.057809662003997,False
126,True,False,True,False,True,1,False,33,85.16550229006472,1.0,2,1.1623865758546,1.1713054369691651,False
127,False,False,False,False,False,1,False,25,59.880380930851686,1.0,0,1.4034844635468628,2.463702782900136,True
128,True,False,True,False,True,6,False,29,291.7312753504424,5.0,0,0.0,0.0,True
129,False,True,False,False,True,12,True,28,5.865051308080439,9.0,7,1.3528004355223553,1.316758784003043,False
130,True,True,True,True,True,12,False,28,243.8207002866404,12.0,4,0.9152334018950924,0.8502862985811935,False
131,True,True,True,True,False,1,False,32,161.47406989868878,1.0,0,1.7009807840654572,1.3408570516149736,True
132,False,True,False,False,True,6,False,34,184.6931236973552,6.0,7,1.52040715790207,1.5413463311071198,False
133,False,True,False,False,True,6,True,27,227.86063342991784,6.0,4,2.515823611144828,2.504537284981847,False
134,True,True,False,False,False,1,False,26,73.70488062420708,1.0,6,0.7706409023809214,0.4472650318654215,True
135,True,False,False,False,True,1,False,33,262.71747286475966,1.0,9,3.46336356743842,3.5978630478792324,False
136,True,True,False,False,True,1,False,32,96.91721282537708,1.0,2,1.0249496800378504,0.90651711898179,True
137,False,True,False,False,True,1,False,28,226.23141041910444,1.0,6,0.4852549953585394,0.398128545468232,False
138,False,True,True,True,True,12,False,29,10.804310442202306,12.0,2,1.5870116110503345,1.5952250029862822,False
139,True,True,True,True,True,12,True,35,161.989847247568,12.0,4,2.586389240078054,2.66129491918179,False
140,False,True,False,False,True,1,False,25,322.65654787308245,1.0,3,2.0866801872970435,2.207409810641474,False
141,True,True,False,False,True,6,True,30,172.19943740262332,6.0,3,2.0573506141918423,2.026214820457785,False
142,True,False,True,False,False,12,False,29,89.65779449812035,12.0,1,3.5215020511386634,3.3681368682113098,False
143,True,True,True,False,True,12,True,37,194.23515075203585,12.0,5,1.208614381367461,1.2140854655564786,False
144,True,True,False,False,True,1,False,36,79.29361848882044,1.0,12,1.604291845573584,1.645825408314718,False
145,False,False,True,False,True,1,False,22,66.70614985018169,1.0,3,1.8532676680184168,2.07571927954018,True
146,True,True,False,False,True,1,False,32,154.3411191967422,1.0,0,2.015868105616156,0.8723748441188264,True
147,True,False,False,False,True,6,False,32,264.7647420446215,6.0,2,0.0535194304314057,0.0333105298965583,False
148,False,False,True,False,True,6,False,30,208.80618511574767,6.0,3,3.0416046203876617,3.110076817789317,False
149,True,True,True,True,True,1,True,29,175.52462363115475,1.0,5,1.019021745821728,1.017565050274968,False
150,False,True,True,True,True,12,False,30,157.44673126842932,11.0,1,2.076114091220589,2.099662224144163,False
151,True,True,False,False,True,12,False,28,416.7071747042405,7.0,6,3.486852743640963,3.5904443382122504,False
152,True,True,True,True,True,12,True,32,207.524673359496,9.0,1,0.0739321443548739,0.0541583722520256,False
153,True,True,False,False,True,1,False,31,329.54612276586613,1.0,1,2.6572141694696194,2.7075474106192594,False
154,False,True,True,True,False,1,True,26,142.5417175113823,1.0,0,1.0152820552008746,0.5796092319974153,True
155,True,True,False,False,True,12,True,30,77.06225564547923,11.0,3,1.6990115564979946,1.7535809768468986,False
156,False,True,True,True,True,6,False,26,54.69421089191693,6.0,9,2.531159142810844,2.4468416890583,False
157,True,True,True,True,True,12,True,26,9.423026461182417,7.0,6,1.9550516008299943,2.0725866215365936,False
158,False,True,False,False,True,1,False,29,34.99031404544924,1.0,0,0.7213526713929127,0.9312736978082226,True
159,True,True,True,False,True,1,True,30,255.54778169154147,1.0,12,4.079398614423472,4.084065021594674,False
160,True,False,False,False,True,1,False,22,214.4186736614924,1.0,1,1.0323862384405966,0.8683406273709459,True
161,False,True,True,True,True,1,False,23,174.8732368744856,1.0,0,2.331755076778549,2.6025437349470897,True
162,True,False,False,False,True,1,False,31,104.68044618332502,1.0,1,1.952119241329041,2.080270202754129,True
163,True,True,False,False,True,1,True,32,72.80895435796623,1.0,5,0.6722669057848236,0.5775865817477115,False
164,False,True,True,True,True,6,False,34,75.04623523493058,5.0,5,1.4324635058331654,1.5107794637226473,False
165,True,True,False,True,True,1,True,31,122.05642080994387,1.0,0,1.8283412546372035,1.9772811626470967,False
166,False,True,False,False,True,6,False,29,143.13548853575756,5.0,4,0.0,0.0,False
167,True,True,True,True,True,1,True,27,229.4853857224899,1.0,0,0.6065449978443745,0.0,True
168,True,True,True,False,False,1,False,26,24.50648027433324,1.0,5,0.8102000549814791,0.0497668866403027,True
169,True,True,False,False,True,1,False,29,285.17118890712527,1.0,13,1.516261151446047,1.6721829423104977,False
170,False,True,True,False,True,1,True,29,299.26475178182426,1.0,4,2.1702874369350704,1.9844704055936744,False
171,True,True,False,True,True,12,True,29,149.51840020494063,8.0,6,2.9694612881720084,3.1500103598951417,False
172,True,True,False,False,True,1,False,35,126.58892173093165,1.0,8,2.4583830697916387,2.3672572536040977,False
173,False,True,False,False,True,1,True,29,170.71720745157273,1.0,0,1.5716664146411283,1.2639436137830606,True
174,False,True,False,False,True,1,False,27,243.44782695321555,1.0,1,2.3185582772767623,2.264364269376285,True
175,True,True,True,True,True,12,True,30,60.24556867198161,12.0,6,1.7772428455382498,1.7590833083597843,False
176,False,True,True,True,True,12,False,31,327.58812027967014,7.0,3,0.6749528874249242,0.7409735444788941,False
177,True,True,False,True,True,1,True,27,118.34535811686888,1.0,2,3.411260015847032,3.3242377416434272,False
178,True,True,False,True,True,1,True,29,95.66155841984995,1.0,1,2.1792498562703746,0.942721860001219,True
179,True,True,False,False,True,1,False,31,83.26797896668923,1.0,0,1.7077265634781928,1.653354340711663,False
180,False,True,True,False,True,12,False,30,357.0469424513923,11.0,4,4.0986080913904015,4.057948137185618,False
181,False,True,False,False,True,1,False,33,32.28790186479418,1.0,4,0.9473553934762664,0.9472708747130264,False
182,False,False,False,False,True,1,False,28,56.183114648977785,1.0,3,2.8965154092694085,2.9748115043408827,False
183,True,True,False,False,True,1,False,33,68.50358197916258,1.0,6,2.6119538987891664,2.6695651601506007,False
184,False,False,False,False,True,1,False,30,218.8931159949425,1.0,0,3.6211326290202015,3.4490663273308617,False
185,True,False,True,False,True,12,True,29,73.06104519177603,8.0,2,1.6702396738740806,1.7759602350858017,False
186,True,True,False,False,True,1,False,32,39.93783767837607,1.0,4,4.256038926416903,4.21491409810838,False
187,False,True,True,True,True,6,True,27,292.2286091189424,4.0,0,1.0475612692919922,1.0876698446313209,False
188,False,True,False,False,False,12,False,27,327.35373070151667,12.0,7,2.1881615400787786,2.0294190967400345,False
189,False,True,False,False,True,1,False,30,186.37195901184225,1.0,1,2.427950899858006,2.4844671916377186,False
190,False,True,False,False,True,1,False,29,121.46156881946504,1.0,1,1.0939076759678754,0.6093480449772486,True
191,False,True,True,False,True,1,False,26,231.1658885452937,1.0,4,0.6437481074940188,0.8713148362326104,False
192,True,True,True,False,True,12,False,30,174.43058712331646,11.0,9,1.696863335086217,1.6012410500461938,False
193,False,False,True,False,False,6,False,33,53.124270062825616,5.0,0,2.993532299480022,2.910933669513476,False
194,True,False,True,True,True,12,False,29,171.7258460743299,12.0,9,2.6694114034494203,2.7910690859003227,False
195,False,True,False,False,False,1,False,29,241.7016740555345,1.0,4,1.690379651877285,1.5950648887526482,False
196,True,True,True,True,True,12,True,33,235.6397654490464,9.0,6,1.5385059691761862,1.6177014901365927,False
197,True,True,False,False,True,1,False,27,184.1724486788892,1.0,2,1.3818421474264058,1.5885763663507633,True
198,False,True,True,True,True,12,True,27,111.26584600918886,12.0,5,0.7928850952572946,0.8763967341105697,False
199,False,True,False,False,True,1,False,32,230.0573528337177,1.0,2,1.3567633054584531,1.3049607872517928,False
200,False,True,True,False,True,1,False,34,46.49219971093142,1.0,0,1.0107713015838713,0.0,True
201,True,True,False,False,True,1,False,25,153.14317819578702,1.0,0,0.3426641667775092,0.0,True
202,True,True,True,False,True,6,False,30,53.38598407052636,6.0,1,0.2755422040118007,0.2480950087760094,False
203,False,True,True,True,True,12,True,31,186.37316604299045,12.0,3,3.0195066746929387,2.9909152993492265,False
204,True,True,True,True,True,6,False,32,50.69298489717524,6.0,1,0.8942010887874274,0.7424297662291456,False
205,False,True,True,False,False,12,True,29,271.30395924962664,11.0,1,1.0554933564818727,0.96800983262611,False
206,False,True,True,False,False,6,True,29,141.13879614444704,3.0,2,0.5405685045768014,0.3361078997569328,False
207,True,True,True,False,True,1,False,31,180.13137194111198,1.0,5,3.80716382010512,3.7472519665228976,False
208,True,True,False,False,True,1,False,23,131.1115714669628,1.0,0,1.6926318901698585,2.2791150015900583,True
209,False,True,False,False,False,1,False,32,186.5856443379992,1.0,0,0.9816010001433804,0.0,True
210,False,False,False,False,True,1,False,26,7.159988650331982,1.0,4,0.6831551928943704,0.6474292151927711,False
211,True,True,False,False,True,1,True,25,139.98469206376043,1.0,0,2.3757179001620514,1.831001797879868,True
212,False,True,False,False,True,12,False,31,318.5367588526888,11.0,7,2.6344859274362813,2.6074300985394188,False
213,False,True,True,False,True,12,False,31,279.5139878153244,12.0,1,1.5471633572594568,1.5375224098737017,False
214,False,True,True,False,True,1,False,25,111.95379416730324,1.0,1,2.1251584063375284,2.2726130821342374,True
215,True,True,False,False,True,6,True,27,268.11727203630886,6.0,2,2.2119603704673287,2.2878754902483065,False
216,False,True,True,True,True,12,False,30,109.0796443434009,12.0,2,3.217037830156635,3.2726783961457384,False
217,True,True,False,False,True,12,False,31,252.64357646352056,8.0,4,2.7106714522841977,2.6964327813728857,False
218,True,True,False,False,True,1,False,34,247.79181725408387,1.0,8,1.084722802766379,0.9928766632046948,False
219,True,False,True,True,True,1,False,24,277.0356467212181,1.0,1,1.1569019805294658,0.1366580937397667,True
220,True,True,True,True,True,1,False,31,259.2449021059656,1.0,3,1.7784779497632757,1.6217390426963392,False
221,True,True,False,False,True,1,True,27,33.34895705215342,1.0,0,1.8330549660516944,0.0063979878928257,True
222,False,True,False,False,True,1,False,25,111.8457893327204,1.0,8,3.0553544380048967,3.1553893366375125,False
223,False,True,True,True,True,12,True,31,191.1440194124347,7.0,5,3.8261366626517175,3.762327666183237,False
224,True,True,True,False,True,1,True,34,190.7505073605873,1.0,1,0.0,0.0,False
225,True,True,False,False,False,1,False,33,32.556886044222864,1.0,15,2.580107042179027,2.764951972182003,False
226,True,True,True,False,True,1,True,32,207.1662091098285,1.0,3,2.9548077365200607,2.9696108724575923,False
227,False,False,False,False,True,1,False,30,82.25533188214428,1.0,2,1.0537086592921328,0.8320129115833063,False
228,True,True,False,False,True,1,False,23,48.93800229645518,1.0,1,0.5312351376081262,0.0507909023144004,True
229,True,True,False,False,True,1,False,36,146.1815570652607,1.0,5,3.853884499720447,3.818110227463988,False
230,False,True,False,False,True,6,False,33,27.91190796574705,6.0,1,2.0160156229343054,2.1578480348871234,False
231,False,True,True,True,True,1,False,21,41.07207142384463,1.0,1,1.4220520918699655,0.9528954012413046,True
232,False,True,False,False,True,1,False,26,217.2981721426605,1.0,1,1.3870798372779152,1.5335982093585367,False
233,True,True,True,False,True,12,False,29,87.5214008607283,11.0,6,2.3125068300709337,2.2092832225117807,False
234,False,True,False,True,True,1,True,36,103.17368375861952,1.0,4,0.7732412159808952,0.923840975157221,False
235,False,True,False,False,True,12,False,30,291.2141628160044,11.0,5,3.07474708465527,3.1468147365972365,False
236,True,True,True,True,True,6,True,32,296.026016900965,6.0,1,0.9933230685190544,1.0729988661372651,False
237,False,True,False,False,True,6,True,27,196.68546126591409,6.0,1,1.069101681696981,0.9929963451421928,False
238,False,True,True,False,True,1,False,30,44.27186794015736,1.0,2,1.1143415548077424,0.3395328499845527,True
239,True,True,True,True,True,12,False,31,14.899913231023532,12.0,7,1.8205753108610376,1.8053744683367816,False
240,True,False,True,False,False,1,True,28,22.271532347506035,1.0,1,0.7831060194687544,0.5187114544874789,True
241,False,False,False,False,True,1,False,27,185.21088525003785,1.0,6,0.7406777245180012,0.6721475178425816,False
242,False,True,False,False,True,12,True,30,85.5813918686716,9.0,17,2.6617450543350603,2.565624968859067,False
243,False,True,True,True,True,12,False,26,215.47657592028577,9.0,7,2.4542282053862268,2.229717953470921,False
244,True,True,False,False,True,1,True,28,79.53083110617769,1.0,4,1.2261663270177572,1.2328949899484378,False
245,False,True,True,False,True,12,False,26,132.33955360332587,12.0,9,3.381583407422064,3.443562730115336,False
246,False,True,True,True,True,1,False,30,95.80402094487128,1.0,4,1.3392309541648149,1.4190772752141658,False
247,False,False,False,False,True,1,False,26,119.33992739748209,1.0,2,1.7738299623462186,0.8451335105360377,True
248,True,False,True,False,True,6,False,30,67.21429781687213,6.0,1,0.1413872144442829,0.2780487059678245,False
249,False,True,False,False,True,1,False,32,166.00411591408908,1.0,7,3.723612213428898,3.6944816935643807,False
250,False,True,False,False,False,12,True,32,27.65726189361179,8.0,1,1.623602921242801,1.7199711123636765,False
251,False,True,False,True,True,6,False,34,111.64396401074532,6.0,3,1.7510590252880922,1.7965761142314176,False
252,False,True,False,False,True,1,False,32,158.36547436032552,1.0,2,1.8906160163628376,1.9418229813912609,False
253,False,True,False,False,True,1,True,37,61.26257392544929,1.0,3,0.4428478247300201,0.4504956671855511,False
254,True,False,False,True,True,6,True,27,268.4628026961343,6.0,5,1.0518253167536171,0.8809336724114423,False
255,False,True,False,False,True,1,False,31,19.295875208891967,1.0,7,3.3718475933235963,3.434645868620469,False
256,True,True,True,False,True,6,False,33,264.0094278422361,6.0,7,1.424129645247488,1.3607336372180487,False
257,True,True,False,False,True,1,True,32,28.94454578043405,1.0,2,2.8462864758039723,2.7805037064917864,False
258,False,True,True,False,True,1,False,29,172.37381424309916,1.0,0,2.0509586370363326,2.2145832818892,False
259,True,True,True,True,True,6,True,30,9.79178191412946,6.0,2,2.8443607047453576,2.96915673421588,False
260,True,False,False,False,True,1,False,30,74.9221835066849,1.0,2,2.218290266044708,2.182237971663445,False
261,False,True,False,False,True,1,True,28,178.8156290810931,1.0,1,1.322342589574934,0.6748843911748569,True
262,False,True,False,False,True,1,False,31,321.2138581463253,1.0,6,2.515368399701728,2.349060011700088,False
263,True,True,True,True,True,1,True,29,411.7113085850302,1.0,1,0.5232727551132157,0.5149945256648368,False
264,True,True,False,False,False,6,False,37,362.6004771822383,6.0,10,2.2454800107757458,2.2937169782711733,False
265,True,True,False,False,True,12,False,27,212.1872030601553,10.0,3,0.0635405347079665,0.0,False
266,False,False,False,False,True,1,False,32,8.00073629625308,1.0,1,0.8811931002995854,0.8606186905863473,True
267,True,True,True,False,False,1,True,27,87.369072783395,1.0,1,1.6051571893837882,0.5450593795457459,True
268,False,True,False,False,True,1,True,30,87.42897102196278,1.0,2,1.3566411832313396,1.4226627128765514,True
269,False,True,True,False,True,12,True,31,163.26080481750802,10.0,2,0.2331210076574492,0.3077194445416504,False
